==========================================================================================
PAN-INDIA DISTRICT-COMPLETE EDUCATIONAL INSTITUTION COLLECTION ORDER & AUDIT REPORT
==========================================================================================
Generated: 2026-09-08 15:49:20
Total Official Districts: 787
Total Districts Processed: 787
Total Districts Skipped: 0
Total Unique Institutions: 17,872
==========================================================================================
State #  State / UT Name                     Dist #   District Name                  Status                    Institutions
3        Assam                               32       Tinsukia                       COMPLETE                  24          
3        Assam                               33       Udalguri                       COMPLETE                  24          
3        Assam                               34       West Karbi Anglong             COMPLETE                  24          
3        Assam                               35       Bajali                         COMPLETE                  3           
4        Bihar                               1        Araria                         COMPLETE                  24          
4        Bihar                               2        Arwal                          COMPLETE                  24          
4        Bihar                               3        Aurangabad                     COMPLETE                  24          
4        Bihar                               4        Banka                          COMPLETE                  24          
4        Bihar                               5        Begusarai                      COMPLETE                  24          
4        Bihar                               6        Bhagalpur                      COMPLETE                  24          
4        Bihar                               7        Bhojpur                        COMPLETE                  24          
4        Bihar                               8        Buxar                          COMPLETE                  24          
4        Bihar                               9        Darbhanga                      COMPLETE                  24          
4        Bihar                               10       East Champaran                 COMPLETE                  21          
4        Bihar                               11       Gaya                           COMPLETE                  24          
4        Bihar                               12       Gopalganj                      COMPLETE                  24          
4        Bihar                               13       Jamui                          COMPLETE                  24          
4        Bihar                               14       Jehanabad                      COMPLETE                  24          
4        Bihar                               15       Kaimur                         COMPLETE                  24          
4        Bihar                               16       Katihar                        COMPLETE                  24          
4        Bihar                               17       Khagaria                       COMPLETE                  24          
4        Bihar                               18       Kishanganj                     COMPLETE                  24          
4        Bihar                               19       Lakhisarai                     COMPLETE                  24          
4        Bihar                               20       Madhepura                      COMPLETE                  24          
4        Bihar                               21       Madhubani                      COMPLETE                  24          
4        Bihar                               22       Munger                         COMPLETE                  24          
4        Bihar                               23       Muzaffarpur                    COMPLETE                  24          
4        Bihar                               24       Nalanda                        COMPLETE                  24          
4        Bihar                               25       Nawada                         COMPLETE                  24          
4        Bihar                               26       Patna                          COMPLETE                  28          
4        Bihar                               27       Purnia                         COMPLETE                  24          
4        Bihar                               28       Rohtas                         COMPLETE                  24          
4        Bihar                               29       Saharsa                        COMPLETE                  24          
4        Bihar                               30       Samastipur                     COMPLETE                  24          
4        Bihar                               31       Saran                          COMPLETE                  24          
4        Bihar                               32       Sheikhpura                     COMPLETE                  24          
4        Bihar                               33       Sheohar                        COMPLETE                  24          
4        Bihar                               34       Sitamarhi                      COMPLETE                  24          
4        Bihar                               35       Siwan                          COMPLETE                  24          
4        Bihar                               36       Supaul                         COMPLETE                  24          
4        Bihar                               37       Vaishali                       COMPLETE                  24          
4        Bihar                               38       West Champaran                 COMPLETE                  24          
5        Chhattisgarh                        1        Balod                          COMPLETE                  24          
5        Chhattisgarh                        2        Baloda Bazar                   COMPLETE                  24          
5        Chhattisgarh                        3        Balrampur                      COMPLETE                  24          
5        Chhattisgarh                        4        Bastar                         COMPLETE                  24          
5        Chhattisgarh                        5        Bemetara                       COMPLETE                  24          
5        Chhattisgarh                        6        Bijapur                        COMPLETE                  24          
5        Chhattisgarh                        7        Bilaspur                       COMPLETE                  24          
5        Chhattisgarh                        8        Dantewada                      COMPLETE                  24          
5        Chhattisgarh                        9        Dhamtari                       COMPLETE                  24          
5        Chhattisgarh                        10       Durg                           COMPLETE                  24          
5        Chhattisgarh                        11       Gariaband                      COMPLETE                  24          
5        Chhattisgarh                        12       Gaurela-Pendra-Marwahi         COMPLETE                  24          
5        Chhattisgarh                        13       Janjgir-Champa                 COMPLETE                  24          
5        Chhattisgarh                        14       Jashpur                        COMPLETE                  24          
5        Chhattisgarh                        15       Kabirdham                      COMPLETE                  24          
5        Chhattisgarh                        16       Kanker                         COMPLETE                  24          
5        Chhattisgarh                        17       Khairagarh-Chhuikhadan-Gandai  COMPLETE                  24          
5        Chhattisgarh                        18       Kondagaon                      COMPLETE                  30          
5        Chhattisgarh                        19       Korba                          COMPLETE                  24          
5        Chhattisgarh                        20       Korea                          COMPLETE                  24          
5        Chhattisgarh                        21       Mahasamund                     COMPLETE                  24          
5        Chhattisgarh                        22       Manendragarh-Chirmiri-Bharatpur COMPLETE                  24          
5        Chhattisgarh                        23       Mohla-Manpur-Ambagarh Chowki   COMPLETE                  24          
5        Chhattisgarh                        24       Mungeli                        COMPLETE                  24          
5        Chhattisgarh                        25       Narayanpur                     COMPLETE                  24          
5        Chhattisgarh                        26       Raigarh                        COMPLETE                  24          
5        Chhattisgarh                        27       Raipur                         COMPLETE                  28          
5        Chhattisgarh                        28       Rajnandgaon                    COMPLETE                  24          
5        Chhattisgarh                        29       Sakti                          COMPLETE                  3           
5        Chhattisgarh                        30       Sarangarh-Bilaigarh            COMPLETE                  24          
5        Chhattisgarh                        31       Sukma                          COMPLETE                  24          
5        Chhattisgarh                        32       Surajpur                       COMPLETE                  24          
5        Chhattisgarh                        33       Surguja                        COMPLETE                  24          
6        Goa                                 1        North Goa                      COMPLETE                  27          
6        Goa                                 2        South Goa                      COMPLETE                  25          
7        Gujarat                             1        Ahmedabad                      COMPLETE                  27          
7        Gujarat                             2        Amreli                         COMPLETE                  24          
7        Gujarat                             3        Anand                          COMPLETE                  24          
7        Gujarat                             4        Aravalli                       COMPLETE                  24          
7        Gujarat                             5        Banaskantha                    COMPLETE                  24          
7        Gujarat                             6        Bharuch                        COMPLETE                  24          
7        Gujarat                             7        Bhavnagar                      COMPLETE                  24          
7        Gujarat                             8        Botad                          COMPLETE                  24          
7        Gujarat                             9        Chhota Udaepur                 COMPLETE                  24          
7        Gujarat                             10       Dahod                          COMPLETE                  24          
7        Gujarat                             11       Dang                           COMPLETE                  24          
7        Gujarat                             12       Devbhumi Dwarka                COMPLETE                  24          
7        Gujarat                             13       Gandhinagar                    COMPLETE                  26          
7        Gujarat                             14       Gir Somnath                    COMPLETE                  24          
7        Gujarat                             15       Jamnagar                       COMPLETE                  24          
7        Gujarat                             16       Junagadh                       COMPLETE                  24          
7        Gujarat                             17       Kheda                          COMPLETE                  24          
7        Gujarat                             18       Kutch                          COMPLETE                  24          
7        Gujarat                             19       Mahisagar                      COMPLETE                  24          
7        Gujarat                             20       Mehsana                        COMPLETE                  24          
7        Gujarat                             21       Morbi                          COMPLETE                  24          
7        Gujarat                             22       Narmada                        COMPLETE                  24          
7        Gujarat                             23       Navsari                        COMPLETE                  3           
7        Gujarat                             24       Panchmahals                    COMPLETE                  24          
7        Gujarat                             25       Patan                          COMPLETE                  24          
7        Gujarat                             26       Porbandar                      COMPLETE                  24          
7        Gujarat                             27       Rajkot                         COMPLETE                  24          
7        Gujarat                             28       Sabarkantha                    COMPLETE                  24          
7        Gujarat                             29       Surat                          COMPLETE                  24          
7        Gujarat                             30       Surendranagar                  COMPLETE                  24          
7        Gujarat                             31       Tapi                           COMPLETE                  24          
7        Gujarat                             32       Vadodara                       COMPLETE                  24          
7        Gujarat                             33       Valsad                         COMPLETE                  24          
8        Haryana                             1        Ambala                         COMPLETE                  24          
8        Haryana                             2        Bhiwani                        COMPLETE                  24          
8        Haryana                             3        Charkhi Dadri                  COMPLETE                  24          
8        Haryana                             4        Faridabad                      COMPLETE                  24          
8        Haryana                             5        Fatehabad                      COMPLETE                  24          
8        Haryana                             6        Gurugram                       COMPLETE                  24          
8        Haryana                             7        Hisar                          COMPLETE                  24          
8        Haryana                             8        Jhajjar                        COMPLETE                  24          
8        Haryana                             9        Jind                           COMPLETE                  24          
8        Haryana                             10       Kaithal                        COMPLETE                  24          
8        Haryana                             11       Karnal                         COMPLETE                  24          
8        Haryana                             12       Kurukshetra                    COMPLETE                  26          
8        Haryana                             13       Mahendragarh                   COMPLETE                  24          
8        Haryana                             14       Nuh                            COMPLETE                  24          
8        Haryana                             15       Palwal                         COMPLETE                  24          
8        Haryana                             16       Panchkula                      COMPLETE                  24          
8        Haryana                             17       Panipat                        COMPLETE                  24          
8        Haryana                             18       Rewari                         COMPLETE                  24          
8        Haryana                             19       Rohtak                         COMPLETE                  25          
8        Haryana                             20       Sirsa                          COMPLETE                  24          
8        Haryana                             21       Sonipat                        COMPLETE                  24          
8        Haryana                             22       Yamunanagar                    COMPLETE                  24          
9        Himachal Pradesh                    1        Bilaspur                       COMPLETE                  24          
9        Himachal Pradesh                    2        Chamba                         COMPLETE                  24          
9        Himachal Pradesh                    3        Hamirpur                       COMPLETE                  24          
9        Himachal Pradesh                    4        Kangra                         COMPLETE                  24          
9        Himachal Pradesh                    5        Kinnaur                        COMPLETE                  24          
9        Himachal Pradesh                    6        Kullu                          COMPLETE                  24          
9        Himachal Pradesh                    7        Lahaul and Spiti               COMPLETE                  24          
9        Himachal Pradesh                    8        Mandi                          COMPLETE                  25          
9        Himachal Pradesh                    9        Shimla                         COMPLETE                  26          
9        Himachal Pradesh                    10       Sirmaur                        COMPLETE                  24          
9        Himachal Pradesh                    11       Solan                          COMPLETE                  24          
9        Himachal Pradesh                    12       Una                            COMPLETE                  24          
10       Jharkhand                           1        Bokaro                         COMPLETE                  24          
10       Jharkhand                           2        Chatra                         COMPLETE                  24          
10       Jharkhand                           3        Deoghar                        COMPLETE                  24          
10       Jharkhand                           4        Dhanbad                        COMPLETE                  25          
10       Jharkhand                           5        Dumka                          COMPLETE                  24          
10       Jharkhand                           6        East Singhbhum                 COMPLETE                  24          
10       Jharkhand                           7        Garhwa                         COMPLETE                  24          
10       Jharkhand                           8        Giridih                        COMPLETE                  24          
10       Jharkhand                           9        Godda                          COMPLETE                  24          
10       Jharkhand                           10       Gumla                          COMPLETE                  24          
10       Jharkhand                           11       Hazaribagh                     COMPLETE                  24          
10       Jharkhand                           12       Jamtara                        COMPLETE                  24          
10       Jharkhand                           13       Khunti                         COMPLETE                  24          
10       Jharkhand                           14       Koderma                        COMPLETE                  24          
10       Jharkhand                           15       Latehar                        COMPLETE                  24          
10       Jharkhand                           16       Lohardaga                      COMPLETE                  24          
10       Jharkhand                           17       Pakur                          COMPLETE                  24          
10       Jharkhand                           18       Palamu                         COMPLETE                  24          
10       Jharkhand                           19       Ramgarh                        COMPLETE                  24          
10       Jharkhand                           20       Ranchi                         COMPLETE                  27          
10       Jharkhand                           21       Sahibganj                      COMPLETE                  24          
10       Jharkhand                           22       Seraikela Kharsawan            COMPLETE                  3           
10       Jharkhand                           23       Simdega                        COMPLETE                  24          
10       Jharkhand                           24       West Singhbhum                 COMPLETE                  24          
11       Karnataka                           1        Bagalkote                      COMPLETE                  24          
11       Karnataka                           2        Ballari                        COMPLETE                  24          
11       Karnataka                           3        Belagavi                       COMPLETE                  24          
11       Karnataka                           4        Bengaluru Rural                COMPLETE                  24          
11       Karnataka                           5        Bengaluru Urban                COMPLETE                  29          
11       Karnataka                           6        Bidar                          COMPLETE                  24          
11       Karnataka                           7        Chamarajanagara                COMPLETE                  24          
11       Karnataka                           8        Chikkaballapura                COMPLETE                  24          
11       Karnataka                           9        Chikkamagaluru                 COMPLETE                  24          
11       Karnataka                           10       Chitradurga                    COMPLETE                  24          
11       Karnataka                           11       Dakshina Kannada               COMPLETE                  24          
11       Karnataka                           12       Davanagere                     COMPLETE                  24          
11       Karnataka                           13       Dharwad                        COMPLETE                  24          
11       Karnataka                           14       Gadag                          COMPLETE                  24          
11       Karnataka                           15       Hassan                         COMPLETE                  24          
11       Karnataka                           16       Haveri                         COMPLETE                  24          
11       Karnataka                           17       Kalaburagi                     COMPLETE                  24          
11       Karnataka                           18       Kodagu                         COMPLETE                  24          
11       Karnataka                           19       Kolar                          COMPLETE                  24          
11       Karnataka                           20       Koppal                         COMPLETE                  24          
11       Karnataka                           21       Mandya                         COMPLETE                  24          
11       Karnataka                           22       Mysuru                         COMPLETE                  24          
11       Karnataka                           23       Raichur                        COMPLETE                  24          
11       Karnataka                           24       Ramanagara                     COMPLETE                  24          
11       Karnataka                           25       Shivamogga                     COMPLETE                  24          
11       Karnataka                           26       Tumakuru                       COMPLETE                  24          
11       Karnataka                           27       Udupi                          COMPLETE                  24          
11       Karnataka                           28       Uttara Kannada                 COMPLETE                  24          
11       Karnataka                           29       Vijayanagara                   COMPLETE                  24          
11       Karnataka                           30       Vijayapura                     COMPLETE                  24          
11       Karnataka                           31       Yadgir                         COMPLETE                  24          
12       Kerala                              1        Alappuzha                      COMPLETE                  24          
12       Kerala                              2        Ernakulam                      COMPLETE                  25          
12       Kerala                              3        Idukki                         COMPLETE                  24          
12       Kerala                              4        Kannur                         COMPLETE                  24          
12       Kerala                              5        Kasaragod                      COMPLETE                  24          
12       Kerala                              6        Kollam                         COMPLETE                  24          
12       Kerala                              7        Kottayam                       COMPLETE                  24          
12       Kerala                              8        Kozhikode                      COMPLETE                  25          
12       Kerala                              9        Malappuram                     COMPLETE                  24          
12       Kerala                              10       Palakkad                       COMPLETE                  24          
12       Kerala                              11       Pathanamthitta                 COMPLETE                  24          
12       Kerala                              12       Thiruvananthapuram             COMPLETE                  26          
12       Kerala                              13       Thrissur                       COMPLETE                  24          
12       Kerala                              14       Wayanad                        COMPLETE                  24          
13       Madhya Pradesh                      1        Agar Malwa                     COMPLETE                  24          
13       Madhya Pradesh                      2        Alirajpur                      COMPLETE                  24          
13       Madhya Pradesh                      3        Anuppur                        COMPLETE                  24          
13       Madhya Pradesh                      4        Ashoknagar                     COMPLETE                  24          
13       Madhya Pradesh                      5        Balaghat                       COMPLETE                  24          
13       Madhya Pradesh                      6        Barwani                        COMPLETE                  24          
13       Madhya Pradesh                      7        Betul                          COMPLETE                  24          
13       Madhya Pradesh                      8        Bhind                          COMPLETE                  24          
13       Madhya Pradesh                      9        Bhopal                         COMPLETE                  25          
13       Madhya Pradesh                      10       Burhanpur                      COMPLETE                  24          
13       Madhya Pradesh                      11       Chhatarpur                     COMPLETE                  24          
13       Madhya Pradesh                      12       Chhindwara                     COMPLETE                  24          
13       Madhya Pradesh                      13       Damoh                          COMPLETE                  24          
13       Madhya Pradesh                      14       Datia                          COMPLETE                  24          
13       Madhya Pradesh                      15       Dewas                          COMPLETE                  24          
13       Madhya Pradesh                      16       Dhar                           COMPLETE                  24          
13       Madhya Pradesh                      17       Dindori                        COMPLETE                  24          
13       Madhya Pradesh                      18       Guna                           COMPLETE                  24          
13       Madhya Pradesh                      19       Gwalior                        COMPLETE                  24          
13       Madhya Pradesh                      20       Harda                          COMPLETE                  24          
13       Madhya Pradesh                      21       Narmadapuram                   COMPLETE                  3           
13       Madhya Pradesh                      22       Indore                         COMPLETE                  26          
13       Madhya Pradesh                      23       Jabalpur                       COMPLETE                  24          
13       Madhya Pradesh                      24       Jhabua                         COMPLETE                  24          
13       Madhya Pradesh                      25       Katni                          COMPLETE                  24          
13       Madhya Pradesh                      26       Khandwa                        COMPLETE                  24          
13       Madhya Pradesh                      27       Khargone                       COMPLETE                  24          
13       Madhya Pradesh                      28       Maihar                         COMPLETE                  3           
13       Madhya Pradesh                      29       Mandla                         COMPLETE                  24          
13       Madhya Pradesh                      30       Mandsaur                       COMPLETE                  24          
13       Madhya Pradesh                      31       Mauganj                        COMPLETE                  3           
13       Madhya Pradesh                      32       Morena                         COMPLETE                  24          
13       Madhya Pradesh                      33       Narsinghpur                    COMPLETE                  24          
13       Madhya Pradesh                      34       Neemuch                        COMPLETE                  24          
13       Madhya Pradesh                      35       Niwari                         COMPLETE                  24          
13       Madhya Pradesh                      36       Pandhurna                      COMPLETE                  3           
13       Madhya Pradesh                      37       Panna                          COMPLETE                  24          
13       Madhya Pradesh                      38       Raisen                         COMPLETE                  24          
13       Madhya Pradesh                      39       Rajgarh                        COMPLETE                  24          
13       Madhya Pradesh                      40       Ratlam                         COMPLETE                  24          
13       Madhya Pradesh                      41       Rewa                           COMPLETE                  24          
13       Madhya Pradesh                      42       Sagar                          COMPLETE                  25          
13       Madhya Pradesh                      43       Satna                          COMPLETE                  24          
13       Madhya Pradesh                      44       Sehore                         COMPLETE                  24          
13       Madhya Pradesh                      45       Seoni                          COMPLETE                  24          
13       Madhya Pradesh                      46       Shahdol                        COMPLETE                  24          
13       Madhya Pradesh                      47       Shajapur                       COMPLETE                  24          
13       Madhya Pradesh                      48       Sheopur                        COMPLETE                  24          
13       Madhya Pradesh                      49       Shivpuri                       COMPLETE                  24          
13       Madhya Pradesh                      50       Sidhi                          COMPLETE                  24          
13       Madhya Pradesh                      51       Singrauli                      COMPLETE                  24          
13       Madhya Pradesh                      52       Tikamgarh                      COMPLETE                  24          
13       Madhya Pradesh                      53       Ujjain                         COMPLETE                  24          
13       Madhya Pradesh                      54       Umaria                         COMPLETE                  24          
13       Madhya Pradesh                      55       Vidisha                        COMPLETE                  24          
14       Maharashtra                         1        Ahmednagar                     COMPLETE                  24          
14       Maharashtra                         2        Akola                          COMPLETE                  24          
14       Maharashtra                         3        Amravati                       COMPLETE                  24          
14       Maharashtra                         4        Chhatrapati Sambhajinagar      COMPLETE                  3           
14       Maharashtra                         5        Beed                           COMPLETE                  24          
14       Maharashtra                         6        Bhandara                       COMPLETE                  24          
14       Maharashtra                         7        Buldhana                       COMPLETE                  24          
14       Maharashtra                         8        Chandrapur                     COMPLETE                  24          
14       Maharashtra                         9        Dhule                          COMPLETE                  24          
14       Maharashtra                         10       Gadchiroli                     COMPLETE                  24          
14       Maharashtra                         11       Gondia                         COMPLETE                  24          
14       Maharashtra                         12       Hingoli                        COMPLETE                  24          
14       Maharashtra                         13       Jalgaon                        COMPLETE                  24          
14       Maharashtra                         14       Jalna                          COMPLETE                  24          
14       Maharashtra                         15       Kolhapur                       COMPLETE                  24          
14       Maharashtra                         16       Latur                          COMPLETE                  24          
14       Maharashtra                         17       Mumbai City                    COMPLETE                  27          
14       Maharashtra                         18       Mumbai Suburban                COMPLETE                  25          
14       Maharashtra                         19       Nagpur                         COMPLETE                  24          
14       Maharashtra                         20       Nanded                         COMPLETE                  24          
14       Maharashtra                         21       Nandurbar                      COMPLETE                  24          
14       Maharashtra                         22       Nashik                         COMPLETE                  24          
14       Maharashtra                         23       Dharashiv                      COMPLETE                  3           
14       Maharashtra                         24       Palghar                        COMPLETE                  24          
14       Maharashtra                         25       Parbhani                       COMPLETE                  24          
14       Maharashtra                         26       Pune                           COMPLETE                  26          
14       Maharashtra                         27       Raigad                         COMPLETE                  24          
14       Maharashtra                         28       Ratnagiri                      COMPLETE                  24          
14       Maharashtra                         29       Sangli                         COMPLETE                  24          
14       Maharashtra                         30       Satara                         COMPLETE                  24          
14       Maharashtra                         31       Sindhudurg                     COMPLETE                  24          
14       Maharashtra                         32       Solapur                        COMPLETE                  24          
14       Maharashtra                         33       Thane                          COMPLETE                  24          
14       Maharashtra                         34       Wardha                         COMPLETE                  24          
14       Maharashtra                         35       Washim                         COMPLETE                  24          
14       Maharashtra                         36       Yavatmal                       COMPLETE                  24          
15       Manipur                             1        Bishnupur                      COMPLETE                  24          
15       Manipur                             2        Chandel                        COMPLETE                  24          
15       Manipur                             3        Churachandpur                  COMPLETE                  24          
15       Manipur                             4        Imphal East                    COMPLETE                  24          
15       Manipur                             5        Imphal West                    COMPLETE                  27          
15       Manipur                             6        Jiribam                        COMPLETE                  24          
15       Manipur                             7        Kakching                       COMPLETE                  24          
15       Manipur                             8        Kamjong                        COMPLETE                  24          
15       Manipur                             9        Kangpokpi                      COMPLETE                  24          
15       Manipur                             10       Noney                          COMPLETE                  24          
15       Manipur                             11       Pherzawl                       COMPLETE                  24          
15       Manipur                             12       Senapati                       COMPLETE                  24          
15       Manipur                             13       Tamenglong                     COMPLETE                  24          
15       Manipur                             14       Tengnoupal                     COMPLETE                  24          
15       Manipur                             15       Thoubal                        COMPLETE                  24          
15       Manipur                             16       Ukhrul                         COMPLETE                  24          
16       Meghalaya                           1        Eastern West Khasi Hills       COMPLETE                  24          
16       Meghalaya                           2        East Garo Hills                COMPLETE                  24          
16       Meghalaya                           3        East Jaintia Hills             COMPLETE                  24          
16       Meghalaya                           4        East Khasi Hills               COMPLETE                  27          
16       Meghalaya                           5        North Garo Hills               COMPLETE                  24          
16       Meghalaya                           6        Ri Bhoi                        COMPLETE                  24          
16       Meghalaya                           7        South Garo Hills               COMPLETE                  24          
16       Meghalaya                           8        South West Garo Hills          COMPLETE                  24          
16       Meghalaya                           9        South West Khasi Hills         COMPLETE                  24          
16       Meghalaya                           10       West Garo Hills                COMPLETE                  24          
16       Meghalaya                           11       West Jaintia Hills             COMPLETE                  24          
16       Meghalaya                           12       West Khasi Hills               COMPLETE                  24          
17       Mizoram                             1        Aizawl                         COMPLETE                  27          
17       Mizoram                             2        Champhai                       COMPLETE                  24          
17       Mizoram                             3        Hnahthial                      COMPLETE                  24          
17       Mizoram                             4        Khawzawl                       COMPLETE                  24          
17       Mizoram                             5        Kolasib                        COMPLETE                  24          
17       Mizoram                             6        Lawngtlai                      COMPLETE                  24          
17       Mizoram                             7        Lunglei                        COMPLETE                  24          
17       Mizoram                             8        Mamit                          COMPLETE                  24          
17       Mizoram                             9        Saitual                        COMPLETE                  24          
17       Mizoram                             10       Serchhip                       COMPLETE                  24          
17       Mizoram                             11       Siaha                          COMPLETE                  24          
18       Nagaland                            1        Chumoukedima                   COMPLETE                  25          
18       Nagaland                            2        Dimapur                        COMPLETE                  24          
18       Nagaland                            3        Kiphire                        COMPLETE                  24          
18       Nagaland                            4        Kohima                         COMPLETE                  25          
18       Nagaland                            5        Longleng                       COMPLETE                  24          
18       Nagaland                            6        Mokokchung                     COMPLETE                  24          
18       Nagaland                            7        Mon                            COMPLETE                  24          
18       Nagaland                            8        Niuland                        COMPLETE                  24          
18       Nagaland                            9        Noklak                         COMPLETE                  24          
18       Nagaland                            10       Peren                          COMPLETE                  24          
18       Nagaland                            11       Phek                           COMPLETE                  24          
18       Nagaland                            12       Shamator                       COMPLETE                  24          
18       Nagaland                            13       Tseminyu                       COMPLETE                  24          
18       Nagaland                            14       Tuensang                       COMPLETE                  24          
18       Nagaland                            15       Wokha                          COMPLETE                  24          
18       Nagaland                            16       Zunheboto                      COMPLETE                  25          
19       Odisha                              1        Angul                          COMPLETE                  24          
19       Odisha                              2        Balangir                       COMPLETE                  24          
